track_id,artist,track_name,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,There's Nothing Holdin' Me Back,199440,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,"I wanna follow where she goes I think about her and she knows it I wanna let her take control 'Cause every time that she gets close, yeah She pulls me in enough to keep me guessin', hmm And maybe I should stop and start confessin' Confessin', yeah Oh, I've been shakin' I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back There's nothing holdin' me back She says that she's never afraid Just picture everybody naked She really doesn't like to wait Not really into hesitation Pulls me in enough to keep me guessin', whoa-oh And maybe I should stop and start confessin' Confessin', yeah Oh, I've been shakin' I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back 'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, I know we would be alright 'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, we would be alright Oh, I've been shakin' I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back, oh-whoa There's nothing holdin' me back I feel so free when you're with me, baby Baby, there's nothing holdin' me back"
5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,224000,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006," And you got me like, oh What you want from me? ( What you want from me? ) And I tried to buy your pretty heart, but the price too high Baby, you got me like, oh, mmm You love when I fall apart ( Fall apart ) So you can put me together and throw me against the wall  Baby, you got me like, I, woo, I Don't you stop loving me ( Loving me ) Don't quit loving me ( Loving me ) Just start loving me, oh ( Loving me )  And, babe, I'm fist-fighting with fire Just to get close to you Can we burn something, babe? And I'll run for miles just to get a taste Must be love on the brain That's got me feeling this way ( Feeling this way ) It beats me black and blue, but it fucks me so good And I can't get enough Must be love on the brain, yeah And it keeps cursing my name ( Cursing my name ) No matter what I do, I'm no good without you And I can't get enough Must be love on the brain"
1P17dC1amhFzptugyAO7Il,Taylor Swift,Look What You Made Me Do,211853,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07," I don't like your little games Don't like your tilted stage The role you made me play Of the fool, no, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (Oh)  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do"
3B54sVLJ402zGa6Xm4YGNe,French Montana,Unforgettable,233901,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985," It's not good enough for me Since I've been with you, ooh It's not gonna work for you Nobody can equal me (I know) I'm gonna sip on this drink, when I'm fucked up I should know how to pick up I'm gonna catch the rhythm While she push up against me, ooh, and she tipsy I had enough convo for 24 I peep'd you from across the room Pretty little body dancin' like GoGo, hey And you are unforgettable I need to get you alone (Ooh) Why not? A fuckin' good time never hurt nobody I got a little drink but it's not Bacardi If you loved the girl, then I'm so, so sorry I gotta give it to her like we in a marriage Oh, like we in a hurry No, no, I won't tell nobody You're on your level too Tryna do what lovers do  Feelin' like I'm fresh out; Boosie (Boosie) If they want the drama, got the Uzi (Uzi) Ship the whole crew to the cruise ship (Cruise) Doin' shit you don't even see in movies (Movies) Ride with me, ride with me, boss (Boss) I got a hard head, but her ass soft (Soft) She want the last name with the ring on it 'Cause I pulled out a million cash, told her plank on it"
1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,201000,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873," You must think that I'm stupid You must think that I'm a fool You must think that I'm new to this But I have seen this all before  I'm never gonna let you close to me Even though you mean the most to me 'Cause every time I open up, it hurts So I'm never gonna get too close to you Even when I mean the most to you In case you go and leave me in the dirt  But every time you hurt me, the less that I cry And every time you leave me, the quicker these tears dry And every time you walk out, the less I love you Baby, we don't stand a chance, it's sad but it's true I'm way too good at goodbyes (I'm way too good at goodbyes) I'm way too good at goodbyes (I'm way too good at goodbyes)  I know you're thinkin' I'm heartless I know you're thinkin' I'm cold I'm just protectin' my innocence I'm just protectin' my soul"
7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,177000,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011," Nobody pray for me It been that day for me Way (Yeah, yeah)  Ayy, I remember syrup sandwiches and crime allowances Finesse a nigga with some counterfeits, but now I'm countin’ this Parmesan where my accountant lives, in fact, I'm downin' this D’USSÉ with my boo bae, tastes like Kool-Aid for the analysts Girl, I can buy your ass the world with my paystub Ooh, that pussy good, won't you sit it on my taste bloods? I get way too petty once you let me do the extras Pull up on your block, then break it down: we playin' Tetris AM to the PM, PM to the AM, funk Piss out your per diem, you just gotta hate 'em, funk If I quit your BM, I still ride Mercedes, funk If I quit this season, I still be the greatest, funk My left stroke just went viral Right stroke put lil' baby in a spiral Soprano C, we like to keep it on a high note It's levels to it, you and I know  Bitch, be humble (Hol' up, bitch) Sit down (Hol' up, lil’, hol’ up, lil' bitch) Be humble (Hol’ up, bitch) Sit down (Hol' up, sit down, lil', sit down, lil' bitch) Be humble (Hol’ up, hol' up) Bitch, sit down (Hol' up, hol' up, lil' bitch) Be humble (Lil' bitch, hol' up, bitch) Sit down (Hol' up, hol' up, hol' up, hol' up) Be humble (Hol' up, hol' up) Sit down (Hol' up, hol' up, lil', hol' up, lil' bitch) Be humble (Hol' up, bitch) Sit down (Hol' up, sit down, lil', sit down, lil' bitch) Be humble (Hol' up, hol' up) Bitch, sit down (Hol' up, hol' up, lil' bitch) Be humble (Lil' bitch, hol' up, bitch) Sit down (Hol' up, hol' up, hol' up, hol' up)"
5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,298940,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98," Hold on, hold on, fuck that Fuck that shit Hold on, I got to start this mothafuckin' record over again, wait a minute Fuck that shit Still on this mothafuckin’ record I'ma play this mothafucka for y'all Ayy, y’all get some more drinks goin' on I'll sound a whole lot better  Listen Seein' you got ritualistic Cleansin' my soul of addiction for now 'Cause I'm fallin' apart, yeah Tension Between us just like picket fences You got issues that I won’t mention for now ’Cause we're fallin’ apart  Passionate from miles away Passive with the things you say Passin' up on my old ways I can't blame you, no, no Passionate from miles away Passive with the things you say Passin' up on my old ways I can’t blame you, no, no"
5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,208786,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066," Woah-oh, hm-hmm  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd call you up (Ah) You've been going 'round, going 'round, going 'round Every party in LA 'Cause you knew that I, knew that I, knew that I'd be at one, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? But you're not coming home with me tonight  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, huh  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd call you up Baby, now that we're, now that we're, now that we're Right here standin' face to face You already know, 'ready know, 'ready know that you won, oh"
2yLa0QULdQr0qAIvVwN6B5,Taylor Swift,...Ready For It?,208186,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015," Knew he was a killer first time that I saw him Wondered how many girls he had loved and left haunted But if he's a ghost, then I can be a phantom Holdin' him for ransom, some Some boys are tryin' too hard, he don't try at all, though Younger than my exes, but he act like such a man, so I see nothin' better, I keep him forever Like a vendetta-ta  I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know  In the middle of the night, in my dreams You should see the things we do, baby, mmm In the middle of the night, in my dreams I know I'm gonna be with you, so I take my time Are you ready for it?  Knew I was a robber first time that he saw me Stealin' hearts and runnin' off and never sayin' sorry But if I'm a thief, then he can join the heist and We'll move to an island and And he can be my jailer, Burton to this Taylor Every love I've known in comparison is a failure I forget their names now, I'm so very tame now Never be the same now, now"
5Ohxk2dO5COHF1krpoPigN,Harry Styles,Sign of the Times,340706,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972," Just stop your crying, it's a sign of the times Welcome to the final show I hope you're wearing your best clothes You can't bribe the door on your way to the sky You look pretty good down here But you ain't really good  We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets?  Just stop your crying, it's a sign of the times We gotta get away from here We gotta get away from here Just stop your crying, it'll be alright They told me that the end is near We gotta get away from here  Just stop your crying, have the time of your life Breaking through the atmosphere Things look pretty good from here Remember everything will be alright We can meet again somewhere Somewhere far away from here"
0WtDGnWL2KrMCk0mI1Gpwz,Childish Gambino,Redbone,326933,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111," Daylight I wake up feelin' like you won't play right I used to know, but now that shit don't feel right It made me put away my pride So long You made a nigga wait for some, so long You make it hard for boy like that to go on I'm wishin' I could make this mine, oh  (If you want it) Yeah (You can have it) Oh, oh, oh (If you need it) Ooh (We can make it, oh) If you want it You can have it  But stay woke Niggas creepin' They gon' find you Gon' catch you sleepin', ooh Now stay woke Niggas creepin' Now, don't you close your eyes"
6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Whatever It Takes,201240,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945," Falling too fast to prepare for this Tripping in the world could be dangerous Everybody circling is vulturous Negative, nepotist Everybody waiting for the fall of man Everybody praying for the end of times Everybody hoping they could be the one I was born to run, I was born for this  Whip, whip Run me like a racehorse Pull me like a ripcord Break me down and build me up I wanna be the slip, slip Word upon your lip, lip Letter that you rip, rip Break me down and build me up  Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes Yeah, take me to the top I'm ready for whatever it takes 'Cause I love the adrenaline in my veins I do what it takes"
2cYqizR4lgvp4Qu6IQ3qGN,Travis Scott,BUTTERFLY EFFECT,190557,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958," ( All the commas ) ( Murda on the beat, so it's not nice ) Ooh, hmm  For this life, I cannot change (Change) Hidden Hills, deep off in the main (Main) M&M's, sweet like candy cane (Cane) Drop the top, pop it, let it bang (Pop it, pop it) For this life, I cannot change In the hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it, let it bang (Pop it, pop it)  Drop the top, play hide and seek (Yeah) Jump inside, jump straight to the league (League) Take a sip, feel just how I be (It's lit) On Freeway, but no, ain't nothin' free (Straight up) Bend laws, bend lanes (Skrrt, skrrt) Been bustin' bills, but still, ain't nothin' change (Skrrt, skrrt, skrrt, skrrt) You in the mob soon as you rock the chain (Skrrt, skrrt, mob) She caught the waves, just thumbin' through my braids (Alright) Heatin' up, baby, I'm just heatin' up (It's lit) Need your love, not a need, it is a must (Yeah) Feelin' stuck, you know how to keep me up (Yeah, yeah) Icy love, icy like a hockey puck (Alright)"
04sN26COy28wTXYj3dMoiZ,Billie Eilish,Bored,180933,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959," Ah, ah  The games you played were never fun You'd say you'd stay but then you'd run, ah  Giving you what you're begging for Giving you what you say I need I don't want any settled scores I just want you to set me free Giving you what you're begging for Giving you what you say I need, say I need  I'm not afraid anymore What makes you sure you're all I need?  (I need) Forget about it When you walk out the door and leave me torn You're teaching me to live without it Bored, I'm so bored, I'm so bored, so bored  I'm home alone, you're God-knows-where I hope you don't think that shit's fair, ah"
7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,119133,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021," I know you so well, so well I mean, I can do anything that he can I've been pretty— [Bridge: XXXTENTACION &  Shiloh Dynasty ] I know you're somewhere, somewhere I've been trapped in my mind, girl, just holding on I don't wanna pretend we're something, we're nothing I've been stuck thinking 'bout her, I can't hold on ( I've been pretty— )  I'm in pain, wanna put ten shots in my brain I've been trippin' 'bout some things, can't change Suicidal, same time I'm tame Picture this, in bed, get a phone call Girl that you fucked with killed herself That was this summer when nobody helped And ever since then, man, I hate myself Wanna fuckin' end it, pessimistic All wanna see me with no pot to piss in But niggas been excited 'bout the grave I'm diggin' Havin' conversations 'bout my haste decisions Fuckin' sickenin'; at the same time Memories surface through the grapevine 'Bout my uncle playin' with a slip knot Post-traumatic stress got me fucked up Been fucked up since the couple months they had a nigga locked up"
3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Congratulations,220293,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146," Yeah, yeah Yeah ( Hey )  My mama called, seen you on TV, son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I wouldn't be nothing Now they always say, ""Congratulations"" (Uh, uh, uh) Worked so hard, forgot how to vacation (Uh-huh) They ain't never had the dedication (Uh, uh) People hatin', say we changed and look, we made it (Uh, uh) Yeah, we made it (Uh, uh, uh)  They was never friendly, yeah Now I'm jumping out the Bentley, yeah And I know I sound dramatic, yeah But I know I had to have it, yeah For the money, I'm a savage, yeah I be itching like an addict, yeah I'm surround by twenty bad bitch, yeah But they didn't know me last year, yeah Everyone wanna act like they important  (Yeah-yeah-yeah, yeah-yeah-yeah) But all that mean nothing when I saw my dough, yeah (Yeah-yeah-yeah, yeah-yeah-yeah) Everyone countin' on me drop the ball, yeah (Yeah-yeah-yeah, yeah-yeah-yeah) Everything custom like I'm at the border, yeah, yeah If you fuck with winning, put your lighters to the sky How could I make cents when I got millions on my mind? Coming with that bullshit, I just put it to the side Balling since a baby, they could see it in my eyes"
48QmG1dfvMuYLxMPt7KSRA,Sean Paul,No Lie,221176,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04," Feel your eyes, they all over me Don't be shy, take control of me Get the vibe, it's gonna be lit tonight  Baby girl, yuh ah carry ten ton a phatness, gimme some a dat (Gimme dat) Mixed wid di badness, look how she hot (Gyal, yuh hot) Shaped like goddess, but a nah jus dat Is a good piece a mentals under di cap (Ha) Hot piece of game an' mi love how yuh trod (Stepper) Watching every step a di pepper deh weh yuh got (Pepper) Stayin' in my brain, memory nah detach (Memo') Mainly my aim is to give yuh this love  Hypnotic, the way you move Let me acknowledge the way you do And I would not lie, baby, you Beam me up like Scotty (Baby girl) It's so hypnotic, the way you move That's why I wanted to get to you And I would not lie, baby, you Move so hypnotic [Chorus: Dua Lipa &  Sean Paul ] No li-i-i-ie Gyal , we never miss Feel your eyes, they all over me Don't be shy, take control of me Get the vibe, it's gonna be lit tonight Gyal, we never miss, gyal, we never miss No li-i-i-ie Hypnotised, pour another one It's alright, I know what you want Get the vibe, it's gonna be lit tonight Gyal, we never miss, gyal, we never miss No li-i-i-ie Same suh wi do it No li-i-i-ie Suh wi set to it No li-i-i-ie Same suh wi do it It's gonna be lit tonight Bada bang, bang, bang, yo No li-i-i-ie Same suh wi do it No li-i-i-ie Suh wi set to it No li-i-i-ie Same suh wi do it It's gonna be lit tonight Bada bang, bang, bang No li-i-ie"
7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,182706,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096," Are you alright? I'm alright, I'm quite alright And my money's right 8…  (Yeah) Countin' them bands All way to the top 'til they be fallin' over (Yeah, yeah, yeah) Countin' them bands On my way to the top 'til we fallin' over  I don't really care if you cry On the real, you should've never lied Should've saw the way she looked me in my eyes She said, ""Baby, I am not afraid to die"" Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edge  Phantom that's all red, inside all white Like somethin' you ride a sled down, I just want that head My Brittany got mad, I'm barely her man now Everybody got the same swag now Watch the way that I tear it down Stackin' my bands all the way to the top All the way 'til my bands fallin' over Every time that you leave your spot Your girlfriend call me like, ""Come on over!"" I like the way that she treat me Gon' leave you, won't leave me, I call it that Casanova She say I'm insane, yeah Wanna blow my brain out (Hey) Xanny, help the pain, yeah Please, Xanny, make it go away I'm committed, not addicted, but it keep control of me All the pain, now I can't feel it I swear that it's slowin' me, yeah"
0VgkVdmE4gld66l8iyGjgx,Future,Mask Off,204600,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062," Call it how it is (Call it how it is) Hendrix I promise, I swear, I swear You heard, spit it, yo  Percocets (Ya), molly, Percocets (Percocets) Percocets (Ya), molly, Percocets (Percocets) Rep the set (Yee), gotta rep the set (Gang, gang) Chase a check (Chase it), never chase a bitch (Don't chase no bitches) Mask on (Off), fuck it, mask off (Mask) Mask on (Off), fuck it, mask off (Mask) Percocets ('Cets), molly, Percocets (Percocets) Chase a check (Chase it), never chase a bitch (Don't chase no bitches)  Two cups (Cup), toast up with the gang (Gang, gang) From food stamps to a whole 'nother domain, ya Out the bottom (Ye), I'm the livin' proof (Super) Ain't compromisin' (Woah), half a million on the coupe (Gang, gang) Drug houses (where), lookin' like Peru (Woah, woah, woah) Graduated (Crazy), I was overdue (I'm on due) Pink molly (Molly), I can barely move (Barely move) Ask about me ('Bout me), I'm gon' bust a move Rick James (James), thirty-three chains (Thirty-three) Ocean air (Air), cruisin' Biscayne Top off (Ya), that’s a liability (Big foreigns) Hit the gas (Gas), boostin' my adrenaline (Big foreigns)"
0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Mercy,208733,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,"  You've got a hold on me Don't even know your power I stand a hundred feet But I fall when I'm around ya Show me an open door And you go and slam it on me I can't take anymore  I'm saying Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy, mercy on my heart? Would you please have mercy, mercy on my heart?  I'd drive through the night Just to be near you, baby Heart open, testify Tell me that I'm not crazy I'm not asking for a lot Just that you're honest with me And my pride is all I got"
