track_id,artist,track_name,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
10hcDov7xmcRviA8jLwEaI,Doja Cat,Need to Know,210560,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041," Yeah  Wanna know what it's like (Like) Baby, show me what it's like (Like) I don't really got no type (Type) I just wanna fuck all night Yeah-yeah, oh-woah-woah (Oh, ooh, mmm) Baby, I need to know, mmm (Yeah, need to know) I just been fantasizin' (Size) And we got a lotta time (Time) Baby, come throw the pipe (Pipe) Gotta know what it's like (Like) Yeah-yeah, oh-woah-woah Baby, I need to know, mmm  What's your size? (Size) Add, subtract, divide ('Vide) Daddy don't throw no curves (Curves) Hold up, I'm goin' wide (Wide) We could just start at ten (Ten) Then we can go to five (Five) I don't play with my pen (Pen) I mean what I writе Yeah-yeah, woah-woah-woah I just can't help but bе sexual (Oh) Tell me your schedule (Yeah) I got a lotta new tricks for you, baby Just sayin' I'm flexible (I will) I do what I can to get you off (I will) Might just fuck him with my makeup on (I will) Eat it like I need an apron on (Yeah, oh) Eat it 'til I need to change my thong (Yeah, ayy) We could do it to your favorite song (Yeah, ayy) Take a ride into the danger zone You know my nigga be buggin' me I just be wonderin' if you can fuck on me better Itchin' for me like an ugly sweater Need it in me like a Chuck E. need cheddar I need to know"
6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,231041,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026," (One, two, three, four) Ooh, ooh  Every time you come around, you know I can't say no Every time the sun goes down, I let you take control I can feel the paradise before my world implodes And tonight had something wonderful  My bad habits lead to late nights endin' alone Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't I got nothin' left to lose, or use, or do My bad habits lead to wide eyes starin' at space And I know I lose control of the things that I say Yeah, I was lookin' for a way out, now I can't escape Nothin' happens after two, it's truе, it's true My bad habits lead to you  Ooh-ooh, ooh-ooh My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lеad to you"
4u4NyuceXP7Uzh7XFJKCr1,Justin Bieber,Hold On,170813,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98," You know you can call me if you need someone I'll pick up the pieces if you come undone  Painting stars up on your ceiling 'Cause you wish that you could find some feeling, yeah, you You know you can call me if you need someone  I need you to hold on Heaven is a place not too far away We all know I should be the one To say we all make mistakes (We all make mistakes) Take my hand and hold on Tell me everything that you need to say 'Cause I know how it feels to be someone (Someone) Feels to be someone who loses their way  You're looking for answers in a place unknown You need the connection but you can't get close (Can't get close)  Painting stars up on your ceiling 'Cause you wish that you could find some feeling, yeah, you You know you can call me if you need someone"
4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,199604,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,"  One, two One, two, three, four Dice, Ra-Rauw  El viento soba tu cabello Uh-uh-uh-uh-uh Me matan esos ojos bellos Uh-uh-uh-uh-uh Me gusta tu olor, de tu piel el color Y cómo me haces sentir Me gusta tu boquita, ese labial rosita Y cómo me besas a mí (Yeh)  Contigo quiero despertar Hacerlo después de fumar (Ey) Ya no tengo na' que buscar Algo fuera de aquí Tú combinas con el mar Ese bikini se ve fenomenal No hay gravedad que me pueda elevar Me pones mal a mí (¡Yah!)"
3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,238805,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87," (Last night, all I think about is you) ( Don't stop, baby, you can walk through ) (Don't want, baby, think about you) (You know that I'm never gonna lose) Road shimmer wigglin' the vision Heat, heat waves, I'm swimmin' in a mirror Road shimmer wigglin' the vision Heat, heat waves, I'm swimmin' in a—  Sometimes, all I think about is you Late nights in the middle of June Heat waves been fakin' me out Can't make you happier now Sometimes, all I think about is you Late nights in the middle of June Heat waves been fakin' me out Can't make you happier now  Usually, I put somethin' on TV So we never think about you and me But today, I see our reflections clearly In Hollywood, layin' on the screen You just need a better life than this You need somethin' I can never give Fake water all across the road It's gone now, the night has come, but"
4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,173346,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507," I wanna be your slave, I wanna be your master I wanna make your heartbeat run like rollercoasters I wanna be a good boy, I wanna be a gangster 'Cause you could be the beauty and I could be the monster I love you since this morning, not just for aesthetic I wanna touch your body, so fucking electric I know you're scared of me, you say that I'm too eccentric I'm crying all my tears and that's fucking pathetic I wanna make you hungry, then I wanna feed ya I wanna paint your face like you're my Mona Lisa I wanna be a champion, I wanna be a loser I'll evеn be a clown 'cause I just wanna amuse ya I wanna bе your sex toy, I wanna be your teacher I wanna be your sin, I wanna be a preacher I wanna make you love me, then I wanna leave ya 'Cause, baby, I'm your David and you're my Goliath  Uh-huh Mhm, uh-huh  Because I'm the devil  who's searching for redemption And I'm a lawyer who's searching for redemption And I'm a killer who's searching for redemption A motherfucking monster who's searching for redemption And I'm a bad guy who's searching for redemption And I'm a blonde girl who's searching for redemption And I'm a freak that is searching for redemption A motherfucking monster who's searching for redemption"
6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031," Let's get down, let's get down to business Give you one more night, one more night to get this We've had a million, million nights just like this So let's get down, let's get down to business  Mama, please don't worry 'bout me 'Cause I'm about to let my heart speak My friends keep telling me to leave this So let's get down, let's get down to business  Let's get down, let's get down to business Give you onе more night, one more night to gеt this We've had a million, million nights just like this So let's get down, let's get down to business Let's get down, let's get down to business Give you one more night, one more night to get this We've had a million, million nights just like this So let's get down, let's get down to business, yeah  Back and forth, back and forth with the bullshit I know I said it before, I don't mean it It's been a while since I had your attention So it might hurt to hear this"
1XXimziG1uhM0eDNCZCrUl,Cardi B,Up,156944,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0," Up, up, up (Ayy), up (Uh), up, look ( This is fire ) Once upon a time, man, I heard that I was ugly Came from a bitch who nigga wanna fuck on me  I said my face bomb, ass tight Racks stack up Shaq height Jewelry on me, flashlight I been lit since last night Hit him with that good good Make a nigga act right Broke boys don't deserve no pussy (I know that's right)  Big bag bussin' out the Bentley Bentayga Man, Balenciaga Bardi back and all these bitches fucked It's big bags bussin' out the Bentley Bentayga, man Birkin bag, Bardi back and all you bitches fucked  If it's up, then it's up, then it's up, then it's stuck If it's up, then it's up, then it's up, then it's stuck, huh (Ayy) Up, then it's up, if it's up, then it's stuck (Huh) If it's up, then it's up, then it's up, then it's stuck, huh (Woo)"
0A1hoCfMLkiAgvhWkkucJa,Megan Thee Stallion,Body,171067,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066," Real hot girl shit Ah And if the beat live, you know Lil Ju made it  Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody (Mwah) Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah, yeah) Body crazy, curvy, wavy, big titties, lil' waist (Mwah) Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody  Look at how I bodied that, ate it up and gave it back (Ugh) Yeah, you look good, but they still wanna know where Megan at (Where Megan at?) Saucy like a barbecue but you won't get your baby back See me in that dress and he feel like he almost tasted that (Ah, ah, ah) Num, num, num, num, eat it up, foreplay, okay, three, two, one You know I'm the hottest, you ain't ever gotta heat me up I'm present whеn I'm absent, speakin' when I'm not thеre All them bitches scary cats, I call 'em Carole Baskins, ah  Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody (Ah) Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody (Baow) Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah) Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah) Body-ody-ody-ody-ody-ody-ody-ody Ody-ody-ody-ody-ody-ody-ody"
60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,226986,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035," I've been goin' through some things (Oh) I struggle with my inner man (Yeah, yeah) I hustle, I'll do what I can to get this money Blaq Tuxedo Don Dada on the, Don Dada on the beat  Like you, like you Like you, ooh I found it hard to find someone like you Like you, like you Send your location, come through  I can't sleep no more In my head, we belong And I can't be without you Why can't I find no one like you? I can't sleep no more In my head, we belong And I can't be without you Why can't I find no one like you?  Baby, we tried to fight it We all been there some days Thought I needed something else And acted like I was okay We just had to work it out And baby, I needed space Ain't nobody 'round here on your level You're so far away You're pouring your heart out I'm acting like I knew You held me so down So down I never grew, oh I tried to find out When none of them came through And now I'm stuck in the middle And baby had to pull me out, oh"
4Ld4kbKo1eOzToQ0P8JA0V,Duncan Laurence,Arcade,187453,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944," A broken heart is all that's left I'm still fixing all the cracks Lost a couple of pieces when I carried it, carried it, carried it home I'm afraid of all I am My mind feels like a foreign land Silence ringing inside my head Please, carry me, carry me, carry me home  I've spent all of the love I saved We were always a losing game Small-town boy in a big arcade I got addicted to a losing game  Oh-oh-oh-oh, oh-oh-oh-oh All I know, all I know Loving you is a losing game  How many pennies in the slot? Giving us up didn't take a lot I saw the end 'fore it begun Still I carried, I carried, I carry on"
7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,122772,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931," This ain't Build a Bitch (A bitch) You don't get to pick and choose Different ass and bigger boobs If my eyes are brown or blue This ain't Build a Bitch (A bitch) I'm filled with flaws and attitude So if you need perfect, I'm not built for you (Yeah)  Bob the Builder broke my heart Told me I need fixing Said that I'm just nuts and bolts Lotta parts were missing Curvy like a cursive font Virgin and a vixen That's the kind of girl he wants But he forgot  This ain't Build a Bitch (A bitch) You don't get to pick and choose Different ass and bigger boobs If my eyes are brown or blue This ain't Build a Bitch (A bitch) I'm filled with flaws and attitude So if you need perfect, I'm not built for you (One, two, three, ooh)"
75MNhvTCCKsST3YqqUiU9r,Ed Sheeran,Shivers,207853,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02," I took an arrow to the heart I never kissed a mouth that tastes like yours Strawberries and then somethin' more Ooh, yeah, I want it all Lipstick on my guitar Fill up the engine, we can drive real far Go dancin' underneath the stars Ooh, yeah, I want it all Mmm, you got me feelin' like  I wanna be that guy, I wanna kiss your eyes I wanna drink that smile, I wanna feel like I'm Like my soul's on fire, I wanna stay up all day and all night Yeah, you got me singin' like  Ooh, I love it when you do it like that And when you're close up, give mе the shivers Oh, baby, you wanna dance 'til thе sunlight cracks And when they say the party's over, then we'll bring it right back And we'll say, ""Ooh, I love it when you do it like that"" And when you're close up, give me the shivers Oh, baby, you wanna dance 'til the sunlight cracks And when they say the party's over, then we'll bring it right back"
3KdoeNlEN0BoAKWzaRLNZa,Lorde,Solar Power,192621,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971," I hate the winter, can't stand the cold I tend to cancel all the plans (So sorry, I can't make it) But when the heat comes, something takes a hold Can I kick it? Yeah, I can  My cheeks in high colour, overripe peaches No shirt, no shoes, only my features My boy behind me, he's taking pictures Lead the boys and girls onto the beaches Come one, come all, I'll tell you my secrets I'm kinda like a prettier Jesus  Forget all of thе tears that you've cried It's ovеr (Over, over, over, over) It's a new state of mind Are you coming, my baby?  Acid green, aquamarine The girls are dancing in the sand And I throw my cellular device in the water Can you reach me? No, you can't (Aha)"
1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,165506,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01," I'm on an island, even when you're close Can't take the silence, I'd rather be alone  I think it's pretty plain and simple, we gave it all we could It's time I wave goodbye from the window Let's end this like we should and say we're good  We're not meant to be, like sleeping and cocaine So let's at least agree to go our separate ways Not gonna judge you when you're with somebody else As long as you swear you won't be pissed when I do it myself Let's end it like we should and say we're good  No need to hide it, go get what you want This won't be a burden if we both don't hold a grudge  I think it's pretty plain and simple, we gave it all we could It's time I wave goodbye from the window Let's end this like we should and say we're good  We're not meant to be, like sleeping and cocaine So let's at least agree to go our separate ways Not gonna judge you when you're with somebody else As long as you swear you won't be pissed when I do it myself Let's end it like we should and say we're good"
1EHUQesfVKwbthtNcpBi9g,The Kid LAROI,WITHOUT YOU,161384,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56," You cut out a piece of me and now I bleed internally Left here without you (No, no, no), without you (Ooh) And it hurts for me to think about what life could possibly be like Without you (No, no, no), without you (No, no)  I can't believe that you would up and leave me Fuck all of your reasons I lost my shit, you know I didn't mean it Now I see it, you run and repeat it And I can't take it back, so in the past is where we'll leave it, huh  So there you go, oh Can't make a wife out of a ho, oh I'll never find the words to say I'm sorry But I'm scared to be alone  You cut out a piece of me and now I bleed internally Left here without you (No, no, no), without you (Ooh) And it hurts for me to think about what life could possibly be like Without you (No, no, no), without you (No, no)  Oh-oh, woah, oh-oh, woah Oh-oh, woah, oh-oh, woah Without you, without you Oh-oh, woah, oh-oh, woah Oh-oh, woah, oh-oh, woah Without you, without you"
3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,Love Story,235766,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082," We were both young when I first saw you I close my eyes and the flashback starts I'm standing there On a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say, ""Hello"" Little did I know  That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, ""Please don't go,"" and I said  Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes""  So I sneak out to the garden to see you We keep quiet 'cause we're dead if they knew So close your eyes Escape this town for a little while, oh, oh"
18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,165925,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039," ( Shout out my nigga Synco )  Uh ( Tuned up ), copped a BMW, new deposit, I picked up another bag Like fuck it, I'ma count while I'm in it I hear planes flyin', crowds screamin', money counters, chains clangin' Shit, I guess that's how it sound when you winnin' I ain't jokin', do it sound like I'm kiddin'? I been makin' like two thousand a minute So high up through the clouds, I was swimmin' I'm probably gon' drown when I'm in it I bet she gon' get loud when I'm in it And we might have a child when I'm finished  Uh, I won't love a ho, after we fuck, she can't get near me Only bitch I give a conversation to is Siri My pants Amiri, yes, I'm winnin', clearly I'm the chosen one, seen my potential, so they fear me Lately I've been prayin', God, I wonder, can You hear me? Thinkin' 'bout the old me, I swear I miss you dearly Stay down 'til you come up, I've been stickin' to that theory Every day a battle, I'm exhausted and I'm weary Make sure I smile in public, when alone, my eyes teary I fought through it all, but that shit hurt me severely I've been gettin' high to hide behind my insecurities Takin' different pills, but I know it ain't gon'—"
